duration,nr.employed,pdays,was_contacted_before_yes,poutcome_success,euribor3m,emp.var.rate,previous,poutcome_nonexistent,contact_telephone,month_mar,month_oct,cons.price.idx,month_sep,month_may,job_student,default_unknown,job_retired,month_dec,job_blue-collar,campaign,cons.conf.idx,marital_single,education_university.degree,education_basic.9y,marital_married,age,job_services,y
216,5008.7,3,1,1,0.683,-1.8,3,0,0,0,0,93.876,0,1,0,0,0,0,0,1,-40.0,1,1,0,0,29,0,1
166,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,0,0,1,46,0,0
125,5099.1,999,0,0,1.445,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,2,-47.1,0,0,1,0,47,0,0
141,5076.2,999,0,0,0.899,-2.9,0,1,0,0,0,92.469,0,0,0,0,0,0,0,2,-33.6,0,1,0,1,54,0,0
170,5176.3,999,0,0,3.488,-0.2,0,1,1,0,0,92.756,0,0,0,0,0,1,1,1,-45.9,0,0,0,1,51,0,0
35,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,1,0,0,10,-36.1,0,0,0,1,58,0,0
64,5195.8,999,0,0,4.021,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,0,0,1,1,47,0,0
910,5228.1,999,0,0,4.866,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,2,-41.8,0,0,0,0,52,0,1
231,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,0,0,1,44,0,0
222,4963.6,17,1,0,0.886,-1.1,4,0,0,0,0,94.199,1,0,1,0,0,0,0,1,-37.5,1,0,0,0,24,0,0
983,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,1,0,0,50,0,1
394,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,1,1,0,0,1,-36.4,0,0,0,1,51,0,0
150,5195.8,999,0,0,4.021,-0.1,0,1,0,0,0,93.2,0,0,0,1,0,0,1,2,-42.0,0,0,1,1,57,0,0
36,5228.1,999,0,0,4.963,1.4,0,1,1,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,1,1,0,0,29,0,0
702,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,4,-36.4,0,0,0,1,45,0,0
143,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,1,-41.8,0,0,1,1,42,0,0
104,5099.1,999,0,0,1.334,-1.8,1,0,0,0,0,92.893,0,1,0,1,0,0,0,2,-46.2,0,0,0,1,34,0,0
103,5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,4,-36.4,0,0,0,1,45,0,0
56,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,1,-36.4,1,1,0,0,49,0,0
106,5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,5,-36.4,0,0,0,1,30,1,0
62,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,5,-36.4,0,0,0,1,54,0,0
243,5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,2,-42.7,0,0,1,1,46,0,0
143,5228.1,999,0,0,4.962,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,32,0,0
415,5076.2,999,0,0,0.869,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,1,-31.4,1,1,0,0,36,0,0
139,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,0,0,39,0,0
115,5099.1,999,0,0,1.281,-1.8,0,1,1,0,0,92.893,0,1,0,1,0,0,1,1,-46.2,0,0,1,1,30,0,0
143,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,2,-36.4,0,0,0,1,38,0,0
392,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,2,-42.7,1,0,0,0,26,0,0
199,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,1,1,0,0,32,0,0
766,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,1,0,1,41,0,1
94,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,4,-36.1,1,0,0,0,29,0,0
163,5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,0,0,0,1,56,0,0
149,5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,1,0,1,0,28,0,0
101,5099.1,999,0,0,1.25,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,0,0,0,1,53,0,0
34,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,2,-41.8,0,0,1,1,39,0,0
314,5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,1,1,0,0,23,0,0
185,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,1,-47.1,0,0,0,0,34,0,0
207,5099.1,999,0,0,1.244,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,4,-46.2,1,0,0,0,41,0,0
230,5228.1,999,0,0,4.864,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,3,-41.8,0,1,0,1,31,0,0
152,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,52,0,0
95,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,3,-36.4,0,0,1,0,32,0,0
508,5076.2,999,0,0,1.26,-2.9,0,1,0,0,0,92.963,0,0,0,0,1,0,0,1,-40.8,1,0,0,0,26,0,0
42,5099.1,999,0,0,1.266,-1.8,0,1,0,0,0,92.893,0,1,1,0,0,0,0,2,-46.2,1,1,0,0,28,0,0
771,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,2,-36.4,0,0,0,1,51,0,0
99,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,5,-42.7,0,0,0,1,31,0,0
238,5099.1,999,0,0,1.313,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,1,0,1,31,0,0
1241,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,7,-36.1,0,0,1,1,53,0,1
215,5228.1,999,0,0,4.955,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,3,-41.8,1,0,0,0,29,0,0
160,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,1,0,1,36,0,0
116,5228.1,999,0,0,4.963,1.4,0,1,1,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,0,0,1,41,0,0
516,4991.6,999,0,0,0.72,-1.7,0,1,0,0,0,94.055,0,0,0,0,0,0,0,1,-39.8,1,1,0,0,35,0,0
161,5195.8,999,0,0,4.191,-0.1,1,0,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,0,52,0,0
119,5195.8,999,0,0,4.076,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,0,1,0,0,33,0,0
236,4963.6,999,0,0,1.03,-1.1,0,1,0,0,0,94.767,0,0,0,0,0,0,0,3,-50.8,0,1,0,1,32,0,0
200,5017.5,999,0,0,0.742,-3.4,0,1,1,0,1,92.431,0,0,0,0,0,0,0,2,-26.9,0,0,0,1,48,0,0
397,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,6,-42.7,0,1,0,1,30,0,0
574,5191.0,999,0,0,4.864,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,1,-36.4,0,0,0,1,50,0,0
83,5195.8,999,0,0,4.021,-0.1,0,1,1,0,0,93.2,0,0,0,1,0,0,0,2,-42.0,0,0,0,1,48,0,0
355,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,1,0,0,54,0,0
897,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,5,-36.4,0,0,0,1,47,0,0
456,5099.1,999,0,0,1.344,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,0,0,0,1,46,0,0
190,5228.1,999,0,0,4.962,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,3,-41.8,1,1,0,0,37,0,0
563,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,0,0,0,1,48,0,0
78,5099.1,999,0,0,1.291,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,5,-46.2,1,0,0,0,29,0,0
581,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,4,-42.0,1,0,0,0,34,0,0
559,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,1,1,0,0,35,0,0
85,5228.1,999,0,0,4.964,1.4,0,1,1,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,1,0,0,0,29,0,0
187,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,2,-36.4,1,0,0,0,38,0,0
336,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,1,1,0,0,43,0,0
211,5228.1,999,0,0,4.97,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,1,45,0,0
266,5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,1,0,0,0,3,-46.2,1,1,0,0,31,0,0
263,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,1,0,1,37,0,0
112,5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,36,1,0
406,5099.1,999,0,0,1.405,-1.8,1,0,0,0,0,93.075,0,0,0,0,0,0,1,1,-47.1,0,0,0,0,34,0,0
98,5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,0,1,46,0,0
255,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,1,-36.4,0,0,0,1,40,1,0
184,5228.1,999,0,0,4.865,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,3,-41.8,0,0,0,1,55,0,0
72,5228.1,999,0,0,4.958,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,1,0,1,32,0,0
105,5195.8,999,0,0,4.191,-0.1,0,1,1,0,0,93.2,0,0,0,1,0,0,1,3,-42.0,0,0,0,1,50,0,0
586,4991.6,999,0,0,0.761,-1.7,0,1,0,0,0,94.055,0,0,0,0,0,0,0,2,-39.8,1,0,0,0,27,0,1
744,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,8,-42.7,1,1,0,0,36,0,0
553,5076.2,999,0,0,0.869,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,1,-31.4,1,0,0,0,25,1,0
172,5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,2,-41.8,0,0,1,1,37,0,0
254,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,1,0,0,0,30,0,0
62,5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,29,0,0
96,5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,2,-46.2,0,0,0,1,35,0,0
136,5195.8,999,0,0,4.153,-0.1,1,0,0,0,0,93.2,0,0,0,0,0,0,1,2,-42.0,0,0,1,1,30,0,0
390,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,1,1,-47.1,0,0,1,1,47,0,0
297,5076.2,999,0,0,1.044,-2.9,0,1,0,0,0,92.469,0,0,0,0,0,0,0,1,-33.6,0,0,0,0,46,0,1
323,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,1,-42.7,0,0,0,0,45,0,0
73,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,1,0,1,33,1,0
159,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,3,-36.4,0,0,0,1,31,0,0
111,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,5,-36.1,0,0,0,1,47,0,0
13,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,12,-36.4,0,0,0,1,54,0,0
79,5228.1,999,0,0,4.965,1.4,0,1,1,0,0,93.444,0,0,0,0,0,0,0,4,-36.1,1,1,0,0,33,0,0
237,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,1,0,1,39,0,0
153,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,7,-36.1,0,1,0,1,33,0,0
178,5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,0,0,1,1,53,0,0
92,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,3,-36.4,0,0,1,1,34,0,0
469,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,3,-36.4,0,0,0,1,31,0,0
362,5099.1,999,0,0,1.266,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,1,0,0,49,0,0
175,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,1,0,0,38,0,0
178,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,0,1,0,43,0,0
73,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,1,0,0,2,-42.7,0,0,0,1,57,0,0
14,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,30,-42.7,1,0,1,0,25,0,0
94,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,1,35,0,0
308,5099.1,999,0,0,1.405,-1.8,1,0,0,0,0,93.075,0,0,0,0,0,0,1,1,-47.1,0,0,0,1,44,0,0
193,5228.1,999,0,0,4.864,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,1,-41.8,1,1,0,0,46,0,0
250,5099.1,999,0,0,1.244,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,1,0,1,0,21,0,0
254,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,3,-42.7,0,0,0,0,59,0,0
744,5228.1,999,0,0,4.957,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,0,4,-42.7,0,0,0,0,49,1,0
121,5099.1,999,0,0,1.365,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,1,-47.1,0,1,0,1,54,0,0
536,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,5,-36.1,0,1,0,0,41,0,1
213,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,4,-36.4,0,1,0,1,57,0,0
